token_id,token,frequency,amplitude
890,desk,2.816945,0.882779
891,staring,1.303846,0.913244
892,blank,-1.597224,0.936410
893,builder,-1.994896,1.012024
894,hammered,0.581924,0.992963
895,nails,9.295938,1.057638
896,wooden,3.217382,0.903450
897,kneaded,4.072774,0.880709
898,dough,-0.673426,1.039298
899,practiced,0.555815,0.979575
900,hands,1.442451,1.079759
901,sailor,3.348130,1.019056
902,navigated,0.816462,1.046868
903,cloudless,-0.589292,1.040634
904,nights,-0.762095,0.884505
905,guard,3.151948,1.020032
906,gate,-4.912769,1.003365
907,judge,-3.124720,1.141828
908,listened,-1.271130,0.905370
909,sides,-2.789946,0.890006
910,making,-2.245261,0.814570
911,decision,2.674757,0.975830
912,lawyer,-1.992733,1.128040
913,presented,-2.341157,0.983196
914,evidence,-1.085539,0.994269
915,proved,-0.452652,0.858227
916,defendant,1.815688,0.744144
917,innocent,-3.008394,0.927216
918,experiments,0.569073,1.131065
919,theory,-0.392096,1.000633
920,engineer,-2.268285,1.016277
921,withstand,-3.711110,1.080764
922,earthquakes,3.085567,0.991127
923,musician,-0.593928,1.058442
924,piano,1.210131,1.055423
925,passion,-1.492887,1.121774
926,remarkable,0.263679,1.066040
927,skill,-1.752042,0.967984
928,athlete,2.741302,0.929821
929,trained,-3.173677,1.176568
930,prepare,-2.322372,1.282749
931,competition,-0.832394,0.989399
932,photographer,1.890859,1.046154
933,single,2.559570,0.938362
934,journalist,4.898798,1.095358
935,article,2.756243,1.055834
936,event,6.045630,0.985667
937,gardener,-1.470249,0.776110
938,pruned,-2.842891,0.960784
939,watered,1.068087,0.982719
940,beds,-2.007875,0.997366
941,librarian,3.961134,1.140420
942,helped,1.874681,0.978392
943,books,0.311059,1.009469
944,research,-0.681137,1.004307
945,mechanic,-0.376540,0.828346
946,fixed,1.366315,0.934619
947,engine,1.584560,1.278344
948,carpenter,3.207121,1.136176
949,shelves,-0.326008,1.301015
950,cabinets,-1.953597,1.076631
951,solid,5.915914,0.854398
952,wood,1.793550,1.029562
953,plumber,-4.493373,0.820196
954,leaking,0.088584,1.002532
955,pipe,-1.219275,0.946631
956,sink,-5.489867,1.077772
957,electrician,-2.045312,1.090712
958,installed,-0.779697,1.094306
959,wiring,-1.983310,1.163842
960,announced,-4.453495,0.830724
961,would,-0.889440,1.127833
962,landing,-1.236693,0.971624
963,thirty,0.670403,1.079145
964,minutes,-1.839505,0.881958
965,guided,-0.601230,1.022866
966,safely,-0.625777,1.117438
967,channel,1.553957,1.009685
968,professor,-0.689005,0.941384
969,lectured,4.963647,0.896777
970,history,5.715377,0.904983
971,civilizations,2.356037,1.164750
972,nurse,1.828501,0.982802
973,checked,3.707062,0.969352
974,patients,1.719689,0.908760
975,vital,5.068427,0.949229
976,signs,-0.703508,0.888076
977,hours,4.071941,1.174498
978,chef,2.133100,0.919503
979,menu,7.526188,0.925986
980,featuring,0.782128,0.896471
981,dishes,-3.972297,0.930764
982,architect,-4.915901,1.145779
983,blended,-4.836070,0.945686
984,landscape,3.754136,1.026469
985,programmer,-4.137346,1.020865
986,code,-1.981508,0.994970
987,automated,-0.745508,1.113866
988,entire,0.697479,1.064250
989,process,-5.122610,1.066697
990,designer,6.934662,0.978705
991,logo,-1.239799,0.994604
992,brand,-3.794915,0.878389
993,accountant,1.888870,1.059067
994,financial,-6.324437,1.065657
995,records,-3.219611,0.938050
996,any,9.150857,0.965380
997,errors,-0.112849,0.866099
998,manager,-0.399759,0.951896
999,meeting,0.300980,0.959763
1000,following,-0.396036,0.938322
1001,director,6.002936,1.284391
1002,filmed,0.061462,1.119990
1003,scene,1.245275,0.863934
1004,three,1.280758,1.084807
1005,camera,2.129603,0.909475
1006,angles,2.918801,0.963618
1007,editor,-0.223523,1.113494
1008,manuscript,2.441399,0.980499
1009,suggested,2.410407,1.023753
1010,several,1.581413,0.917912
1011,changes,-2.049176,0.931108
1012,went,-6.042706,0.976692
1013,store,-4.512022,1.007929
1014,buy,-5.647330,1.153748
1015,week,1.114241,1.143521
1016,ahead,2.523499,1.063166
1017,him,1.946836,1.083194
1018,dream,-1.259058,1.162456
1019,previous,0.959417,0.843252
1020,help,-4.817516,1.114898
1021,project,-3.452914,1.044418
1022,due,0.775612,0.998352
1023,friday,-2.714850,0.991270
1024,decided,-2.636963,0.862150
1025,take,3.386315,1.046391
1026,noticed,1.727310,0.984550
1027,bloom,0.996692,1.079955
1028,reading,-4.511024,0.861787
1029,review,4.072159,1.006473
1030,celebrated,-2.676799,0.952778
1031,victory,-0.904466,1.166660
1032,party,-0.481525,1.097855
1033,lasted,2.634116,1.113275
1034,remembered,0.959337,1.089408
1035,spent,3.090463,1.056016
1036,forgot,0.356966,1.004605
1037,bring,-0.880552,0.993481
1038,keys,6.045118,1.167468
1039,outside,0.335305,1.172887
1040,learned,-4.254120,1.030917
1041,valuable,-0.624813,0.946520
1042,lesson,0.577763,0.998828
1043,experience,-1.623224,0.899122
1044,promised,0.939655,1.067449
1045,return,1.299164,0.911006
1046,believed,-1.578217,1.060005
1047,happens,-0.045316,0.910744
1048,reason,-1.846682,1.043413
1049,lighthouse,0.749591,0.909383
1050,strange,0.693123,0.932967
1051,noise,1.045842,1.085291
1052,coming,-1.837281,0.862820
1053,basement,2.699789,1.191822
1054,package,0.748483,0.899821
1055,doorstep,-0.400237,1.045512
1056,treehouse,2.180531,1.031199
1057,backyard,1.364396,0.968318
1058,vegetable,-3.005205,1.079409
1059,corner,0.525525,0.975631
1060,fundraiser,4.341077,0.878387
1061,support,2.175591,1.100228
1062,local,1.969866,0.910116
1063,animal,-5.670474,0.891986
1064,shelter,1.112255,1.097131
1065,volunteered,0.560895,0.851853
1066,hospital,3.504019,1.079745
1067,weekend,6.156542,0.991405
1068,coached,-0.633587,0.958119
1069,youth,-6.092267,1.063415
1070,soccer,1.380801,0.827769
